"TOA5,""25932"",""CR1000X"",""25932"",""CR1000X.Std.05.01"",""CPU:sap_flow.CR1X"",""24332"",""Sap_Flow_Data"""
"TIMESTAMP,""RECORD"",""SapFlowTotal"",""SFD_Outer"",""SFD_Inner"",""Alpha_Outer"",""Alpha_Inner"",""Beta_Outer"",""Beta_Inner"",""Tmax_Outer"",""Tmax_Inner"""
"TS,""RN"",""L/hr"",""cm3//cm2hr"",""cm3/cm2/hr"","""","""","""","""",""secs"",""secs"""
","""",""Smp"",""Smp"",""Smp"",""Smp"",""Smp"",""Smp"",""Smp"",""Smp"",""Smp"""
"2022-05-03 11:20:00,0,0.212,3.42,6.68,0.18134,0.35476,0.21324,0.37216,47.751,51.781"
"2022-05-03 11:40:00,1,0.277,5.8,6.98,0.30814,0.37127,0.2987,0.38931,45.082,47.614"
"2022-05-03 12:00:00,2,0.311,6.88,7.35,0.36564,0.38997,0.33256,0.40676,45.86,47.826"
"2022-05-03 12:20:00,3,0.305,6.8,7.12,0.36079,0.37762,0.32594,0.39142,56.982,49.843"
"2022-05-03 12:40:00,4,0.301,6.33,7.55,0.33644,0.4013,0.32954,0.41463,46.789,49.168"
"2022-05-03 13:00:00,5,0.192,2.57,6.77,0.13646,0.35896,0.19378,0.38127,42.647,49.835"
"2022-05-03 13:20:00,6,0.262,5.77,6.23,0.30665,0.33058,0.29252,0.3581,46.429,48.652"
"2022-05-03 13:40:00,7,0.21,3.2,6.9,0.16956,0.36626,0.20996,0.38826,43.893,50.564"
"2022-05-03 14:00:00,8,0.239,4.83,6.22,0.25674,0.3299,0.28098,0.34928,48.405,51.199"
"2022-05-03 14:20:00,9,0.264,5.7,6.42,0.30252,0.34096,0.29851,0.35768,51.349,53.055"
"2022-05-03 14:40:00,10,0.214,4.28,5.67,0.22704,0.30124,0.22931,0.33914,41.459,47.407"
"2022-05-03 15:00:00,11,0.3,6.48,7.25,0.34408,0.38538,-99,0.39256,-99,55.738"
"2022-05-03 15:20:00,12,0.135,1.55,5.12,0.0822,0.27162,0.18112,-99,38.257,51.397"
"2022-05-03 15:40:00,13,0.317,6.55,8.08,0.34798,0.42967,0.31551,0.44352,38.943,42.824"
"2022-05-03 16:00:00,14,0.28,5.58,7.4,0.29648,0.3929,0.27836,0.40544,41.171,42.724"
"2022-05-03 16:20:00,15,0.266,4.87,7.63,0.25816,0.40544,0.25814,0.40844,41.894,44.275"
"2022-05-03 16:40:00,16,0.268,5.62,6.75,0.29792,0.35802,0.28282,0.37155,47.849,46.245"
"2022-05-03 17:00:00,17,0.292,6.3,7.08,0.335,0.3762,-99,0.37494,-99,50.114"
"2022-05-03 17:20:00,18,0.171,3.17,4.87,0.1681,0.25887,0.18233,-99,52.591,55.126"
"2022-05-03 17:40:00,19,0.181,3.47,4.97,0.18438,0.26406,0.22242,0.29308,40.13,48.304"
"2022-05-03 18:00:00,20,0.165,2.95,4.8,0.1566,0.25459,0.19864,0.29262,38.991,45.354"
"2022-05-03 18:20:00,21,0.269,5.43,7.05,0.28881,0.37399,0.2707,0.377,40.032,43.239"
"2022-05-03 18:40:00,22,0.298,6.48,7.17,0.3441,0.38077,0.29614,0.38524,38.29,41.759"
"2022-05-03 19:00:00,23,0.266,5.37,6.97,0.2853,0.36994,0.27116,0.37743,39.376,42.17"
"2022-05-03 19:20:00,24,0.243,4.9,6.37,0.25991,0.33804,0.2513,0.34858,40.146,42.682"
"2022-05-03 19:40:00,25,0.21,3.93,5.9,0.20901,0.31342,0.21947,0.32904,40.146,42.527"
"2022-05-03 20:00:00,26,0.201,3.8,5.62,0.20183,0.29831,0.20946,0.31844,40.099,43.307"
"2022-05-03 20:20:00,27,0.187,3.47,5.32,0.1843,0.28254,0.19435,0.29995,40.826,42.533"
"2022-05-03 20:40:00,28,0.171,3.18,4.83,0.16915,0.25674,0.18461,0.2833,41.149,42.704"
"2022-05-03 21:00:00,29,0.157,2.82,4.57,0.1492,0.24216,0.17094,0.2713,41.609,43.421"
"2022-05-03 21:20:00,30,0.157,2.8,4.6,0.14864,0.2439,0.16755,0.26924,41.047,44.516"
"2022-05-03 21:40:00,31,0.156,2.88,4.43,0.15306,0.23536,0.1715,0.26601,40.937,44.56"
"2022-05-03 22:00:00,32,0.151,2.82,4.27,0.14972,0.2269,0.1715,0.25842,41.568,43.952"
"2022-05-03 22:20:00,33,0.147,2.62,4.3,0.1391,0.22875,0.16271,0.25644,41.768,44.563"
"2022-05-03 22:40:00,34,0.142,2.5,4.22,0.13304,0.2241,0.15749,0.25644,42.791,43.102"
"2022-05-03 23:00:00,35,0.139,2.48,4.08,0.13164,0.21674,0.15652,0.24944,42.03,44.981"
"2022-05-03 23:20:00,36,0.142,2.53,4.15,0.13492,0.22039,0.15652,0.24944,42.813,44.365"
"2022-05-03 23:40:00,37,0.138,2.43,4.07,0.12887,0.21586,0.15412,0.24944,41.185,44.135"
"2022-05-04 00:00:00,38,0.137,2.42,4.07,0.12842,0.21586,0.15412,0.242,41.516,43.33"
"2022-05-04 00:20:00,39,0.126,2.15,3.82,0.11449,0.20228,0.14179,0.23793,41.512,44.464"
"2022-05-04 00:40:00,40,0.137,2.43,4,0.12887,0.21219,0.15749,0.24295,42.39,44.772"
"2022-05-04 01:00:00,41,0.134,2.38,3.93,0.12664,0.20848,0.15225,0.2438,41.763,43.99"
"2022-05-04 01:20:00,42,0.132,2.32,3.93,0.12341,0.20848,0.14942,0.23966,41.449,44.088"
"2022-05-04 01:40:00,43,0.13,2.23,3.92,0.11858,0.20794,0.14525,0.23943,41.717,44.513"
"2022-05-04 02:00:00,44,0.128,2.17,3.9,0.11538,0.20711,0.14284,0.23855,42.652,45.603"
"2022-05-04 02:20:00,45,0.134,2.38,3.95,0.1262,0.20982,0.14612,0.24084,42.031,45.241"
"2022-05-04 02:40:00,46,0.131,2.23,3.95,0.11858,0.20982,0.14568,0.23764,42.549,44.776"
"2022-05-04 03:00:00,47,0.132,2.33,3.92,0.1241,0.20819,0.14767,0.24,42.181,44.821"
"2022-05-04 03:20:00,48,0.129,2.27,3.83,0.12012,0.2038,0.14438,0.23596,42.696,44.508"
"2022-05-04 03:40:00,49,0.135,2.4,3.98,0.12726,0.2117,0.15084,0.24,43.176,45.558"
"2022-05-04 04:00:00,50,0.128,2.25,3.8,0.11972,0.20144,0.14116,0.23108,42.701,45.496"
"2022-05-04 04:20:00,51,0.133,2.33,3.93,0.1237,0.20846,0.14482,0.23743,42.336,46.529"
"2022-05-04 04:40:00,52,0.133,2.38,3.88,0.12641,0.20658,0.14767,0.23912,42.8,44.767"
"2022-05-04 05:00:00,53,0.132,2.32,3.93,0.12284,0.20846,0.14716,0.23426,42.909,45.704"
"2022-05-04 05:20:00,54,0.138,2.47,4.03,0.13124,0.21441,0.15178,0.24318,43.155,45.121"
"2022-05-04 05:40:00,55,0.139,2.55,3.95,0.13578,0.21008,0.15558,0.23912,42.23,45.025"
"2022-05-04 06:00:00,56,0.141,2.62,4,0.13928,0.21272,0.15926,0.24228,43.069,46.849"
"2022-05-04 06:20:00,57,0.142,2.68,3.97,0.14263,0.21031,0.16282,0.23658,43.689,46.071"
"2022-05-04 06:40:00,58,0.139,2.52,4.03,0.13353,0.2139,0.15502,0.24426,44.102,47.055"
"2022-05-04 07:00:00,59,0.151,2.77,4.35,0.1472,0.23064,0.16185,0.25656,43.948,46.59"
"2022-05-04 07:20:00,60,0.183,3.45,5.12,0.18351,0.27175,0.19242,0.29164,44.45,46.986"
"2022-05-04 07:40:00,61,0.218,4.2,5.98,0.22312,0.31806,0.2244,0.33588,44.863,48.332"
"2022-05-04 08:00:00,62,0.232,4.42,6.4,0.23416,0.34004,0.2347,0.35744,46.572,47.969"
"2022-05-04 08:20:00,63,0.234,4.55,6.37,0.24165,0.33766,0.24162,0.35787,45.799,47.922"
"2022-05-04 08:40:00,64,0.235,4.52,6.47,0.23966,0.3436,0.2391,0.3594,44.814,50.094"
"2022-05-04 09:00:00,65,0.237,4.57,6.5,0.24284,0.34532,0.24276,0.36497,45.59,49.213"
"2022-05-04 09:20:00,66,0.249,4.78,6.85,0.25437,0.36412,0.25592,0.37991,46.2,48.993"
"2022-05-04 09:40:00,67,0.257,4.98,6.98,0.26501,0.37127,0.26332,0.38802,45.83,48.623"
"2022-05-04 10:00:00,68,0.276,5.52,7.27,0.29307,0.38564,0.29014,0.39883,44.857,48.479"
"2022-05-04 10:20:00,69,0.272,5.37,7.27,0.28502,0.38548,0.27704,0.40274,44.707,48.485"
"2022-05-04 10:40:00,70,0.272,5.38,7.23,0.28588,0.38376,0.28102,0.40003,44.965,46.932"
"2022-05-04 11:00:00,71,0.274,5.3,7.48,0.28108,0.3971,0.2783,0.41604,48.174,48.327"
"2022-05-04 11:20:00,72,0.226,3.63,7.17,0.19271,0.3807,0.22433,0.39538,45.52,49.971"
"2022-05-04 11:40:00,73,0.284,5.55,7.68,0.29494,0.40835,0.29266,0.42706,45.011,48.477"
"2022-05-04 12:00:00,74,0.276,5.28,7.61,0.2807,0.40406,0.28524,0.42134,44.79,47.74"
"2022-05-04 12:20:00,75,0.314,6.67,7.75,0.35389,0.41197,-99,0.4256,-99,51.005"
"2022-05-04 12:40:00,76,0.303,5.93,8.16,0.31552,0.43332,0.30711,0.449,46.448,48.984"
"2022-05-04 13:00:00,77,0.177,1.13,7.9,0.06036,0.41962,0.16778,0.44154,41.181,50.342"
"2022-05-04 13:20:00,78,0.344,8.28,7.18,0.43956,0.38162,-99,0.40179,-99,51.047"
"2022-05-04 13:40:00,79,0.273,5.45,7.22,0.28922,0.38345,0.27332,0.40064,52.435,51.919"
"2022-05-04 14:00:00,80,0.297,6.62,6.93,0.3518,0.36796,-99,0.38648,-99,52.39"
"2022-05-04 14:20:00,81,0.334,7.88,7.22,0.4186,0.38299,-99,-99,-99,54.762"
"2022-05-04 14:40:00,82,0.256,4.78,7.18,0.25367,0.38116,0.2727,0.40412,44.328,49.19"
"2022-05-04 15:00:00,83,0.214,3.67,6.45,0.1946,0.34248,-99,0.365,53.79,52.6"
"2022-05-04 15:20:00,84,0.071,-1.59,5.9,-0.08611,0.31289,0.10412,-99,38.934,53.985"
"2022-05-04 15:40:00,85,0.306,6.17,8,0.32732,0.4244,0.29888,0.45016,36.727,43.093"
"2022-05-04 16:00:00,86,0.35,6.83,9.46,0.36288,0.50252,0.3226,0.48972,40.395,43.447"
"2022-05-04 16:20:00,87,0.33,6.38,9,0.33936,0.4775,0.30612,0.46996,43.027,44.166"
"2022-05-04 16:40:00,88,0.317,6.65,7.96,0.35306,0.42344,-99,0.42782,-99,47.53"
"2022-05-04 17:00:00,89,0.3,6.3,7.52,0.33427,0.39884,-99,0.40163,-99,51.144"
"2022-05-04 17:20:00,90,0.212,4.22,5.63,0.22418,0.29908,-99,-99,-99,55.537"
"2022-05-04 17:40:00,91,0.242,5.57,5.4,0.29563,0.28678,0.28192,0.31087,47.058,49.851"
"2022-05-04 18:00:00,92,0.203,3.98,5.45,0.21196,0.28978,0.23577,0.31916,39,45.933"
"2022-05-04 18:20:00,93,0.341,7.66,7.86,0.40716,0.41744,0.32801,0.40212,40.347,42.727"
"2022-05-04 18:40:00,94,0.3,6.43,7.37,0.34142,0.3912,0.28458,0.39378,38.59,41.799"
"2022-05-04 19:00:00,95,0.268,5.42,6.98,0.28766,0.37092,0.26596,0.37188,40.662,41.801"
"2022-05-04 19:20:00,96,0.22,4.3,5.97,0.22875,0.3169,0.2284,0.33304,39.097,42.72"
"2022-05-04 19:40:00,97,0.204,3.92,5.6,0.20794,0.29722,0.2106,0.31887,39.937,42.162"
"2022-05-04 20:00:00,98,0.197,3.75,5.47,0.19871,0.29038,0.20492,0.30608,40.503,42.469"
"2022-05-04 20:20:00,99,0.173,3.13,5,0.16608,0.26518,0.18112,0.29449,40.819,42.372"
"2022-05-04 20:40:00,100,0.171,3.22,4.78,0.17052,0.25358,0.18288,0.28091,40.827,43.365"
"2022-05-04 21:00:00,101,0.153,2.6,4.65,0.13776,0.24686,0.16417,0.27322,41.451,43.678"
"2022-05-04 21:20:00,102,0.147,2.55,4.42,0.1354,0.2346,0.15508,0.26037,40.993,43.114"
"2022-05-04 21:40:00,103,0.148,2.65,4.33,0.14058,0.22982,0.16369,0.26037,41.045,43.998"
"2022-05-04 22:00:00,104,0.146,2.47,4.43,0.13071,0.23562,0.1546,0.26134,41.203,43.43"
"2022-05-04 22:20:00,105,0.141,2.45,4.22,0.13028,0.2241,0.15836,0.25317,42.911,44.308"
"2022-05-04 22:40:00,106,0.15,2.75,4.27,0.1459,0.2269,0.1647,0.25842,41.297,44.351"
"2022-05-04 23:00:00,107,0.14,2.42,4.18,0.12874,0.22223,0.15609,0.2499,42.122,44.089"
"2022-05-04 23:20:00,108,0.134,2.27,4.07,0.12012,0.21586,0.14392,0.24616,42.331,44.869"
"2022-05-04 23:40:00,109,0.131,2.23,3.95,0.11818,0.20956,0.142,0.24027,42.284,44.406"
"2022-05-05 00:00:00,110,0.131,2.33,3.83,0.12359,0.20394,0.14884,0.23551,41.341,44.291"
"2022-05-05 00:20:00,111,0.132,2.45,3.75,0.1304,0.1994,0.1504,0.23138,42.494,44.463"
"2022-05-05 00:40:00,112,0.127,2.18,3.83,0.1162,0.2038,0.13826,0.22956,43.575,44.713"
"2022-05-05 01:00:00,113,0.134,2.55,3.72,0.13578,0.1975,0.1579,0.23124,42.395,44.777"
"2022-05-05 01:20:00,114,0.131,2.35,3.82,0.12516,0.20228,0.14378,0.23463,42.077,44.716"
"2022-05-05 01:40:00,115,0.121,2.1,3.63,0.1112,0.19315,0.13631,0.22399,43.22,45.187"
"2022-05-05 02:00:00,116,0.122,2.08,3.7,0.11066,0.1967,0.13794,0.22636,41.976,45.03"
"2022-05-05 02:20:00,117,0.127,2.2,3.78,0.11698,0.20107,0.14116,0.22956,42.345,44.313"
"2022-05-05 02:40:00,118,0.125,2.23,3.67,0.11852,0.19436,0.13988,0.22473,42.612,45.409"
"2022-05-05 03:00:00,119,0.122,2.05,3.75,0.10916,0.19871,0.13708,0.22792,41.924,44.979"
"2022-05-05 03:20:00,120,0.119,2.02,3.63,0.10739,0.19288,0.13314,0.22312,41.877,45.914"
"2022-05-05 03:40:00,121,0.118,2.05,3.52,0.10858,0.18656,0.13638,0.22078,42.506,46.131"
"2022-05-05 04:00:00,122,0.131,2.5,3.63,0.13308,0.19315,0.14896,0.22636,42.487,45.697"
"2022-05-05 04:20:00,123,0.119,2.02,3.6,0.10713,0.19084,0.1323,0.22473,43.114,45.08"
"2022-05-05 04:40:00,124,0.122,2.12,3.63,0.11214,0.19315,0.13676,0.22636,43.027,45.409"
"2022-05-05 05:00:00,125,0.122,2.08,3.68,0.11087,0.19518,0.13353,0.22554,42.296,45.921"
"2022-05-05 05:20:00,126,0.118,2.05,3.53,0.10882,0.18722,0.13433,0.22233,43.381,45.917"
"2022-05-05 05:40:00,127,0.114,1.87,3.55,0.09922,0.18866,0.1278,0.21994,41.448,44.501"
"2022-05-05 06:00:00,128,0.134,2.52,3.73,0.13353,0.19827,0.1481,0.228,43.216,44.769"
"2022-05-05 06:20:00,129,0.11,1.83,3.42,0.09736,0.18162,0.1246,0.2146,44.093,46.473"
"2022-05-05 06:40:00,130,0.118,2.03,3.55,0.1077,0.18841,0.12806,0.21774,44.562,46.944"
"2022-05-05 07:00:00,131,0.137,2.52,3.92,0.13392,0.20786,0.15061,0.23296,44.606,46.831"
"2022-05-05 07:20:00,132,0.178,3.35,5,0.17746,0.2654,0.18944,0.2848,46.329,48.865"
"2022-05-05 07:40:00,133,0.23,4.35,6.4,0.23132,0.33998,0.23523,0.35822,44.878,48.348"
"2022-05-05 08:00:00,134,0.278,5.4,7.53,0.2868,0.39978,0.27312,0.41484,46.115,48.081"
"2022-05-05 08:20:00,135,0.27,5.1,7.53,0.27108,0.3998,0.26978,0.4188,46.112,48.909"
"2022-05-05 08:40:00,136,0.269,5.07,7.5,0.26866,0.39838,0.26826,0.41348,46.329,49.125"
"2022-05-05 09:00:00,137,0.3,5.87,8.11,0.31159,0.43103,0.30906,0.4471,46.154,48.121"
"2022-05-05 09:20:00,138,0.302,5.8,8.28,0.3082,0.43992,0.30744,0.4569,45.633,48.014"
"2022-05-05 09:40:00,139,0.309,6,8.41,0.31844,0.44728,0.31403,0.45975,46.562,48.944"
"2022-05-05 10:00:00,140,0.326,6.57,8.55,0.34868,0.45388,0.33692,0.46996,45.884,48.678"
"2022-05-05 10:20:00,141,0.315,6.17,8.46,0.32708,0.4493,0.32078,0.46546,46.773,49.413"
"2022-05-05 10:40:00,142,0.325,6.4,8.73,0.33996,0.46356,0.33644,0.48174,45.766,48.818"
